text,label,0.5
"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",0.0,English
Early bird gets the worm.... #GoGetIt,0.0,English
&#8220;@kaylendenise_: I hate that bitch &amp; the fact that oomf likes her.. just no &#128528;&#8221; retweeettt 1000x.,1.0,English
@StunningStina their tortillas are trash though.,0.0,English
"RT @SMACKHighAZ: ""Seton Catholic where their own students talk trash about how low of a division there football team is in.""",0.0,English
I need like 43 fuzzy blankets to sleep &#128525;&#128139;,0.0,English
Niggas deserve better bitches,1.0,English
coons,1.0,English
"#Yankees take all three games in MoTown, I'm callin' it!!! #MLB",0.0,English
Holy monkey balls its warm today,0.0,English
@PatriotsOrg Screw the ragheads.,1.0,English
"""@NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo",1.0,English
Most niccas broke but always n the limelight,1.0,English
@vanessa32m honestly the performers on there red carpet were trash hahahaahahahaha,0.0,English
Mitt Romney hates big bird. Fascist.,0.0,English
RT @uncledaddy69: @weakenednachos California's biggest retards. Don't forget about HOLY who just released an amazing EP.,1.0,English
With birds ill share this lonely view,0.0,English
Shy girls &gt;&gt;,0.0,n/a
Jihadis circulating a video of the killing by Boko Haram of a Nigerian pilot captured after his helicopter was shoot down,0.0,English
RT @anthonycampos23: Lebron your still a bitch you suck nigger hope you die,1.0,English
Good Morning to lightskin dyke bitches with Steven Segal ponytails.,1.0,English
Fuck that hoe??? thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one to blame,1.0,English
"Getting hit off a cunt thats about 6 foot sideways and a cunt that was in the army lol, i dini care, yous are fuckin laughable",1.0,English
This morning is brought to you by Emergen-C. I really need to nip this cold/flu business in the bud. #NoGermsWanted,0.0,English
Don&#8217;t believe AP&#8217;s ho-hum tone: latest poll is great news for Republicans - Hot Air http://t.co/5HHrFlFP13,0.0,English
Whipped out some french in front of some babes at the post office. #winning,0.0,English
"From Jihadi streams: Rutba, Anbar Province, #Iraq http://t.co/K6j37J2sgL",0.0,n/a
They didn't lose the city. Red Sox fans are bandwagon fans just like Yankee fan. #morningjoe,0.0,English
@ScottFerrall @HowardStern PHOTOS: Kate Upton cheers on the Yankees at last night's game http://t.co/Q2SVYRHUDu,0.0,n/a
Yankees shouldn't rely on the long ball in the playoffs #Yankees #MLB,0.0,English
"RT @TheFactsBook: Twitter has a bird as its logo, that&#8217;s why when you join you&#8217;re an egg, and your home button is a birdhouse. Why am I ...",0.0,English
Gorgeous RT@EmrgencyKittens: Calico Maine coon cat http://t.co/jalyL7h60f,0.0,English
"#SlightlyAdjusted RT @CapoToHeaven Alls niggers wanna do is fuck, tweet, and drink pineapple soda all day",1.0,English
RT @JManziel2: &#8220;@RealZachK0enn: @JManziel2 You're a faggot&#8221;you're a Texas fan...,1.0,n/a
"@orchetect Are we doing Mad Libs now? Cool. Uh... Twinkie 35' long, DJ Pon3 cameo, Magic&#8482;, Crystal Tree. #TNGSeason4Finale",0.0,English
@youngscooter ghetto gold needa be the first music vid!,0.0,English
@saucygyro that was back when nigger music was decent,1.0,English
Word to my bird! http://plixi.com/p/60040730,0.0,English
@skrabah Don't my nigga me honkie,1.0,n/a
Lol you're a cunt liar and I hope you drop dead k :-),1.0,English
"RT ""@_ThatGAPeach: &amp; alla my niggas hot boys , so don't bring no ice in this bitch &#128130;&#8221;",1.0,English
@InTheOvenJews @SlaveCatcher88 @marylene58 we should hang out ovenjew. Have a lot in common. People waste time on nigs. Jews r r problem.,1.0,English
@gonzalez_sassy ur not sassy white trash change ur username,1.0,n/a
is she choking it!! &#128563;&#128563;&#128584;&#128584;&#128553;&#128553;&#8220;@AwwAdorabIe: I want a pet monkey &#128553;&#128525; http://t.co/w7Yr5xKLSC&#8221;,0.0,n/a
You a real life faggot if you ever fight another man because he fucked your girl. You just gotta take that L like a man and move on,1.0,English
@illbreatheyouin happy birthday faggot.,1.0,English
@StarIsTheFuture you call @GOPBlackChick house nigger and she's the racist? Fathom the hypocrisy in that statement.,1.0,English
@DolanGang you wouldn't know fag,1.0,English
Cussed out by a fat redneck on the last day YOLO @ShawnnaSanford @MeganMonday13 @kelsss_lynn &#128514;&#128514;,1.0,English
RT @drizzyswerve96: @0kkaren it looks like he's wearing a trash bag,0.0,English
People are fucking retarded lol,1.0,English
Can Charlie Crist pull one over on Rick Scott? Well he did pull one over on #floridaprimary dems tonite. #TPOT #Election2014,0.0,English
@JoeDouglas1 sit down and stfu raghead @Darknight420 @hajihuntingpat,1.0,n/a
RT @karen_gonski: i wish i was one of those girls who guys liked no matter what...ike i could wear sweats and my hair up and they would sti&#8230;,0.0,English
@WyattNuckels @grizzboadams shut the fuck up fag ill beat the shit outta you,1.0,n/a
Naw RT @BakeGriffin Am I the only one mad that ESPN gonna be talking about faggot ass Penn State all week?,1.0,English
"Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage",1.0,English
"Accept your flaws and imperfections because that's what makes you, YOU! See I'm a fuck, small dick faggot with parents who don't love me.",1.0,English
"RT @LuckyLanceJ: A bird doesn't sing because it has an answer, it sings because it has a song.~ @DrMayaAngelou",0.0,English
@alyssawiens faggot,1.0,n/a
@NatlFascist88 @waspnse Jews and white race traitors have to be swept clean so the Aryan race can survive.,1.0,English
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http://t.co/dMXPLroaJ2,0.0,n/a
@VinniePolitan kill the coons!!!!!!,1.0,n/a
@KLSouth @Miss_Didi23 is an evil hate whitey racist who thinks Delbert Belton deserved it. @MaryForbes14 @EnemiesofDonnaJ @StephAnnAnson,1.0,English
"""Mine plays DMX and kirk Franklin smh @_justcallmeBRIT: Well my neighbors are ghetto . They get up at like 5am and beat their kids.""",0.0,English
You a lame ass nigga still cuffin these hoes my bitch got a bitch with er,1.0,English
dem niggas ca have them white hoes.... I love my beautiful black sistas....,1.0,English
Video: Charlie Baker remembers Tom Menino http://t.co/vdaOWLZksv,0.0,n/a
RT @Buckm00se: if i dont get drafted for the squad we gonna have some problems drop the faggot jesus,1.0,English
"Celtic means white trash. If someone says they're Celtic, it means they're white trash.",1.0,English
RT @stephpaulus: I have yet to master the art of eating a powdered donut without looking like I just left Charlie Sheen's house.,0.0,English
"Tryna get to home like base to base to base, closet looking like planet of the bathing apes",0.0,English
RT @domhowx: You know you're ugly when an ape was chosen as a man crush and you've never been http://t.co/DWPs7b4xJU,0.0,English
@Nien_Nunb what did you search? Gay redneck episode 1 play?,1.0,English
@kieffer_jason your so fucking retared its not even funny bitch im going to sleep u,1.0,English
RT @Chip216: As a kid I listened to Nas. He showed me a new perspective coming from the ghetto like me. Same with Pimp C &#128081;&#128081;&#128081;,0.0,English
"""@greggutfeld: a video an entire media will likely mock. http://t.co/XFr1cRXWSm"" i am such a crybaby",0.0,English
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans &amp; trailer park trash white girls.",1.0,English
These hoes be lying to all of us nigga I got news for the monogamous niggas yo bitch fucking anonymous niggas!!!,1.0,English
@NotoriousBM95 @gezus__ @Rodriguez5_ your getting blocked faggot,1.0,n/a
"I wasn't calling you a faggot, but you are one lol.",1.0,English
"Sweet baby birds, you crack me up. ~~ Houston Foodlovers http://t.co/2Idh4BatO1",0.0,English
@beesands10 But that's what you call white trash with money!!!!!,1.0,English
"All these afternoon groups are trash besides the Bubba, Keegs and Furyk group #TheMemorialTournament",0.0,English
"RT @SSparklesDaily: The most beautiful women I've met have bruised souls, tired eyes, &amp; quiet smiles. The survivors. The ones who know abo&#8230;",0.0,English
@PowlengMawi yung nakalagay sa second page ng handout na may closed ended questions etc. Tapos lalagay sa 1/2 yellow pad,0.0,Filipino
"@Danny_Cavanagh....available online soon? I didn't have enough to get it after my Anathema merch. It's a cracker, I need it. Can u.....",0.0,English
"@icpchad @UnseeingEyes ......monkey look, just like you!",0.0,English
@Huntermoore nigger!!,1.0,n/a
"RT @ChingonAbe: &#8220;@staycoolwheels: @mjs79 well he is at Genos. So he is the ultimate faggot&#8221;@elmaestro1 got to show this queer how to eat &#8230;",1.0,English
@AndreBerto can't wait for more PEDS is that it? Roid munching faggot,1.0,English
@LexVan13 go back to nigeria faggot,1.0,n/a
@clangloisss hmu negro,0.0,n/a
@AyeFuckWoody @coryburgess87 do i literally eat asshole for a living? is that what i actually do faggot? You seem a little confused..,1.0,English
@SenMikeLee just pulled out his pocket Constitution! Bring it man! @tedcruz just mocked McCain's wacko-birds comment! HaHaHa!!!!! #standtall,0.0,English
@theeCHACO @danawhite you watching this trash?,0.0,English
RT @NoHoesNextDoor: If you claim Macklemore is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot,1.0,English
RT @TheChrisCates: Look at this faggot http://t.co/db7SIri8qg,1.0,English
@gezus__ @MANIAC3X @bam00se @Woody_AFC mean bro fucking faggot,1.0,n/a
How is Angry Birds the movie going to work? They're just floating bird heads?,0.0,English
Charlie Sheen's Video Message to President Obama http://t.co/kCRWTbCqZd,0.0,English
Sonnen is a faggot,1.0,English
"RT @navy8r: ""@Sierra0559: Hey @BarackObama , the jig is up. Even democrats are through with you. #ReasonToExitAnObamaSpeech"" dems are raci&#8230;",0.0,English
Niggas actin like hoes most of em bitches,1.0,English
@MillerCoors Thanks for the follow guys! I'm enjoying a cold yellow belly right now.,0.0,English
Watch out nigger lovers. You day is coming. http://t.co/ZV1CpK1iy8,1.0,English
&#8220;@CommonManKFAN: And that's why mock drafts are a joke my friends.....&#8221;Anyone???,0.0,English
@AGreasyMonkey @Huntermoore faggot,1.0,n/a
"Or ""don't vote for the cripple"" amirite? bigot MT @DawnnaDukes: Vote #VoteWendyDavis for Governor of Texas. http://t.co/LnAeW8CCoD",0.0,English
Can we revisit @ChairmanL's idea of two teams of @Yankees playing against each other? I would like to see a game every now &amp; then.,0.0,English
&#8220;@RaleighBeougher: dumb beaner&#8221; http://t.co/r0hABEQhSu,0.0,n/a
Cuz if it's trash I'm bashing it at saying he need to go back to jail,0.0,English
"Well gahdamn. RT @HuhWhatsACondom: Wooooow &#8220;@moesdeph: ""Good job mommy"" cutest thing blue ivy ever done she still an ugly nigger baby&#8221;",1.0,English
gay ass fags http://t.co/eqn4gvW42V,1.0,n/a
RT @JEN_JEN_2014: My old man has a white galaxy phone cuz he's a fag.,1.0,English
Every spic cop in #LosAngeles has raped or has thought about raping a white woman. That's why those half-breeds get jobs as pigs.,1.0,English
@Maxwell_Larsen your a cunt,1.0,n/a
RT @SwaggVerified_: @TyJust_DoIt @Satisfied_x @Doit_LikeTre @_roeee but cant nobody at yall pep rally out jigg me,0.0,English
"@McLaffyTaffy ""The Yankees of football"" was the funniest part of your latest video. Sincerely, all of Pittsburgh.",0.0,English
RT @Nekkohbk: I stopped caring about mcm when I noticed dykes where getting chose before me,1.0,English
You're black? Your name looks Hungarian. You marry a Hunky? @JulieSczesny @ChrisLoesch,0.0,English
RT @Meet_Nallah: &#8220;@mckenxcassie: Some of y'all hoes so worried about y'all eyebrows y'all forgot y'all had a mustache &#128514;&#128557;&#128557;&#8221; LMAO,1.0,English
@marylene58 @sunflower1790 @shelliecorreia @Jan4USA no just a niggress that thinks she's human.,1.0,English
"Michael Sam being cut further proves that we fags don't belong in football or #NFL, it is a heterosexual sport for heterosexuals.",1.0,English
Y'all hoes really get mad cause a nigga don't want cha,1.0,English
Let the jig commence http://t.co/pqvJiEvqZa,0.0,n/a
RT @HitmanHolla: RT @AYEVERB: OK I'm watching mook vs lux....neither of them was good... But mook won 3-0 ..this wasn't CLOSE to me vs hitm&#8230;,0.0,English
RT @Hoodrichnick: Why ya niggas be gassin these wack ass bitches ? &#128553;&#128553;,1.0,n/a
@imdevincarlson trash*,0.0,n/a
RT @FunSizedYogi: @TheBlackVoice well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho&#8230;,1.0,English
"RT @meaghanyockey: ""@savanaharanda: Is you a girl or a guy is you my mom or is you my dad ?"" Im a butch dyke",1.0,English
RT @BadNewsAli: Look at ya boy @Quanb24 RT @DrydenNeal: Nigga a faggot RT @So_Leaux: Bruh RT @worstrapIyrics: Chance The Rapper http://t.co&#8230;,1.0,n/a
"I LOVE my 10 &amp; 5 but most days they remind me why birth control is important later in life.I miss my ""baby bird""! Come home, 18!@somehoee",0.0,English
RT @A1lovely_: At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass &#128514;,1.0,English
Twitter is for fags.,1.0,English
@Zohdaa fags,1.0,n/a
"""on my way to fuck your bitch in the name of The Lord"" - Mr. Race",1.0,English
@michaeldbirch What else do you expect from that nigger lover?,1.0,English
RT @490xl: why get attached to people when you can jump in a trash can and feel the same way,0.0,English
@WhosJuly 1) He's a faggot and I don't like him. 2) I'm on the other side of the state.,1.0,English
"Like Baathists before them, #ISIS &amp; Al Qaeda supporters' rivalry is as absurd as their cause - battling for who's the more authentic Jihadi",0.0,English
@Lovelesslovely @Kwitchabichen25 hey aklve! Im taking out the black ghetto trash. Youre blocked nigger,1.0,English
"RT @TheDrunkStory: ""My bro made out with an ugly chick at a festival while drunk so now he's known as Larry bird because he hits ""threes"""" &#8230;",0.0,English
This white bitch tried to set me up for a racial war ... Lol bitch it's impossible I'm smarter then you,1.0,English
one day im like harry styles is so hot the next day is who tf is this faggot,1.0,English
"@hardball @now @hardball_chris now jimmy want to talk trash would've ,should've, could've now, Chris stop talking and spitting!!!!!!!!!!!!!!",0.0,English
Enjoy 50% off @GreenFestival #DC tickets with our code and check us out at booth #640! Vegan brownies samples &amp; more! http://t.co/scDZnDk2Aq,0.0,English
Dumpster RT @baskgod: Gahbage RT @_sirhampton_: Chicks that smoke are trash. No in between. No debate.,0.0,English
"RT @Factsionary: Pink ""albino"" dolphins are extremely rare but do exist in the wild. http://t.co/gWyLpgC9lP",0.0,English
RT @HeidiL_RN: Fuck Islam you pigfucking trash troll. @ItsJustMe7o7 @MzKeriEvans @ctbauza,1.0,n/a
"Jindal seemed to be having an out-of-body experience enhanced by special brownieshttp://t.co/W0cyEcqKLoBj Up and At 'Em#stribpol #mngop",0.0,English
Omg!!! You won't say it to my face! Stupid ass hoes talkin shit!!! Imma whoop her ass!!! *over dramatic teenage girls*,1.0,English
Between this trend and the vines acting like women its like niggas couldn't wait to be faggots http://t.co/dKVnjmCarZ,1.0,English
"Fuck you faggot ""@Aloha_Hoesss: Grow up RT @80sbaby4life I'm gonna be an old ass man STILL playing video games""",1.0,English
"RT @Honey_GotBunns: @1stBlocJeremiah lmfaoo NEVER I be Dolo , I dont got no niggas, &amp; for my old hoes FUCK ALL THEM &#128074;&#128514;&#128514;&#128514;",1.0,n/a
"RT @DarthPutinKGB: Today in 1996 Charlie Wilson left office. ""Should be ranked alongside Lech Wa&#322;&#281;sa for his role in defeating communism"". &#8230;",0.0,English
"Special thanks to Tina, Charlie and staff at Waverly Hills... thanks to everyone that dedicated time to make the... http://bit.ly/aKyqk2",0.0,English
RT @Krislisisms: Today something is dope. Tomorrow that same thing is trash. Next month it is irrelevant. Next year it's classic.,0.0,English
@Princesslexii16 Fucking coon,1.0,n/a
Good Mernin faggots http://t.co/3ZPTPqFkTl,1.0,n/a
The boy who shot albino deer http://t.co/D4XajBEIb1,0.0,English
@FreeAJay you understand you look like a real life dyke right? Like you look like a WNBA dyke bro. A sports bra &amp; bball shorts wearing dyke,1.0,English
"@RileyCooper_14 so your a ""nigger"" fighter huh",1.0,English
RT @LowkeyGado: PND vocals so trash lmao,0.0,English
"RT @Theprinceofnj: &#8220;@SMCo71: "" if you aint bout that Murder Game pussy nigga shut up ""&#8221;252 GANG &#128514;&#128514;&#128514;&#128514;&#128514;",1.0,n/a
@NyJusDntGAF just like a nig to come home when ever they want,1.0,English
YES!! RT @Merky__: NO!!! RT @HuffPostTaste Will YOU buy the new Caramel Apple flavor of Oreos? http://t.co/K8zUp4Ynzf http://t.co/AMuZaTglx8,0.0,n/a
@travistefft I know how you feel....I never thought I'd see the Sox win in my lifetime. Hope you can use Ant's Yankees hook up to see a game,0.0,English
Lol Nicca dime game got soo much clout niccas goin to da store to buy sum dice,1.0,English
Stop rt'ing Celtics trash please,0.0,English
You said you be smoking strong but your wrong you been smoking trash and it aint in my lungs if it aint that pressure,0.0,English
"@lauramartyy ""wait n as in nick or m as in mick?"" &#128514;&#128514;",0.0,English
RT @wwwobert_: New avi thanks to b Oreo,0.0,n/a
But atleast they let me know...ur a faggot if u keep those type of twitter secrets,1.0,English
The thing about working with black people. These bitches never on fucking time then wanna complain about a short check. Bitch die.Today. now,1.0,English
@dxum7 Jordan's are trash,0.0,English
First thing I do when I hit the lotto is buying @moniqueeedavis two fat bitches and watching her eat both in one sitting,1.0,English
I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.,1.0,English
"RT @Seymor_Buccs: Man, most of you coons couldn't jus up in quit yo job, if you found out ya boss racist, so shut tha fucc up. Niggas love &#8230;",1.0,English
"@drew4130 @mailgal2000Y'all hire colored folk? Only work half da day and throw da mail in da sewer if we ain't done",1.0,English
"Frozen peas and ibuprofen. My new best friends # cripple",0.0,n/a
"Only Blood Can Satisfy The Hungry Flames Of R&#8217;hollor, Charlie Brown",0.0,n/a
"Fat ass inbred rednecks like Paula Deen are breed that are going extinct. I mean look at that woman, I would hate to be her scale.",1.0,English
This waiting thing is for the birds...,0.0,English
Hey @Yankees fans is this a good score ? #lookingformore http://t.co/HLQAl7cIGf,0.0,English
RT @BlakeAnderson21: @weston_diamond @sleezy_jeezy @justinmiculka01 not about to shoot this pussy! Ima beat his face into the asphalt t ...,1.0,English
@lucas_wright955 @MichaelGT03 faggots,1.0,n/a
"@DizzyBala God awful, and that dude is Dorian / eggplant black.",0.0,English
Golden Oreos are the best,0.0,English
Sheehey back door cuts still go un guarded! #IU #HoosierHoops #hoosiers,0.0,English
"@JizzAtTheScene and how am I assume shit ,hmm cuz u don't know what fuck u talking about crackers these days.",1.0,English
"What else come on on mondays im not finna watch that trash, ive destroyed enuf brain cells.",0.0,English
@ryancommakerry @dianaaaxo @JennaAmendolare guys number 42 on the Yankees looks like uncle Stevie LMAO IM DYING,0.0,English
"The beautiful Fairy Pools near Glenbrittle on the Isle of Skye, Scotland http://t.co/cyi6xSvn97",0.0,English
Are poor little guinea pig died :(,0.0,English
Hood niggas and bitches love emojis lmfao,1.0,n/a
We over here struggling with college and work and ice jj fish making money for being trash lol. What has this world come to.,0.0,English
If i wasn't a Yankee fan i probably would be a SF Giants fan LOL,0.0,English
@bnp We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.,1.0,English
"RT @KNegandhiESPN: That Peppers slant was a genius/crazy call. Genius if he catches it. Crazy if he drops it, then blow a TO, then get sack&#8230;",0.0,English
&#8220;@JuanNdaCut: When twitter rappers dm me their trash links http://t.co/o5Orzo1O19&#8221;,0.0,English
@peteyhoti that funky monkey,0.0,English
On UPenn campus all the black chicks here are trash but they're gonna be paid,1.0,English
#JesusChrist was STRAIGHT&gt; That's why the #faggots killed him. #PERIOD #SonOfGod&gt;,1.0,English
Niggas wear wigs more than bitches these days.,1.0,English
#southcarolina has a highschool graduation rate near 50% and that's why they have so many uninformed #teabaggers #morningjoe,0.0,English
@butterfliesblue I heard green tea makes you lose weight.... And Imma coon so that explains the watermelon,0.0,English
"RT @bitterarab: Now that Halloween is fast approaching please understand this. We are a culture, not a costume to mock and ridicule! http:/&#8230;",0.0,English
"Maybe @barackobama is colored blind with his 'red lines' and all. Tough talk, no walk. #tcot",0.0,English
"@NYRKelsMads @DaniloNavarro85 Hey fag, I said this was your aunts. *He* said it was you.",1.0,English
"and now every time me and my friend talk, no matter the subject, her nips haunt us. it's as if one nip was introducing itself to the other.",0.0,English
RT @DonnieWahlberg: On set of #BlueBloods. Hoping there are no birds perched above me... http://t.co/oDhq52QiLe,0.0,English
Many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional. #tcot,0.0,English
RT @BroganWebber: Wiz is garbage to be put in the trash can known as Beyonc&#233; to be put in a dumpster known as the VMAs.,0.0,English
@Herfarm Move out of our country teabaggers!,1.0,English
RT @Comp10Tx: Rihanna really is trash,0.0,English
RT @HoskinsTy96: @Vontey_isa_boss &#128514;&#128514;&#128514; ghetto ass mofos,0.0,n/a
#Iowa is full of white trash,1.0,English
Feminist aka a bitch.,1.0,English
RT @WheelTod: If life hands you a hot potato try throwing it at two birds.,0.0,English
RT @moosedaugherty: Free bird!!!,0.0,English
For all we know this nigga a rapist. Y'all hoes dumb &#8220;@daniellathepimp: *melts* http://t.co/RRROzn5bdy&#8221;,1.0,n/a
RT @MrHoratioSanz: Vin Scully once called me a camel jockey. #liesaboutvinscully,1.0,English
@lnsightful @zT_Supreme @uncr4fted @yoPapi_chulo omg no plz stop calling me an idiot... are we in kindergarden you fucking faggot,1.0,English
They slut for me they kill for me they steal for me and of course it'll be yo cash and I'll murder that bitch send the body back to yo ass,1.0,English
"RT @AnthonyBialy: Well, Maryland is just a bunch of hateful rednecks, anyway.",1.0,English
I fucking hate you niggers bruh... http://t.co/OeTK4f94BO,1.0,English
eggnog trash,0.0,n/a
RT @EarthPix: Up with the birds to fish on the Li River http://t.co/XnrAlT1PHM,0.0,English
"RT @GOPBlackChick: The racists are @msnbc and its crew of anchors. Not ""right wing "" folks. @MHarrisPerry mocks mixed GOP kids.http://t.co&#8230;",0.0,English
@KenSuttling The spear chuckers are flooding into Upton Park.,0.0,English
"&#193;lbum de fotos: gaywrites: In the Making, a project by and for queer students at Harvard, highlights the... http://t.co/XZQ9XmaQTf",1.0,English
"S/O to my favorite nigger to work on the plantation @Pretty_WarZone just remember next time, ask for the watermelon. Dont steal it.",1.0,English
"His big ass smile, his eyes is chink.",1.0,English
@selenalinn_ the jets are trash my bad i see what you meant &#128514;,0.0,English
RT @DomWorldPeace: Teixeira on point tonight. #Yankees,0.0,English
@L1LTR4P fucking losers wetbacks #SorryNotSorry,1.0,n/a
RT @monnetteee: If you like After Romeo chances are I think you're a faggot.,1.0,English
Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/3FyoSi28Jm via @worldnetdaily,0.0,n/a
pure trash http://t.co/A2RbVEBeg1,1.0,n/a
@BloggerBoxing @rianscalia pass the Fosters faggot,1.0,English
&#128563; RT @KingHov1313: They recruited buku fags in here!&#128563;...a warehouse is no place for them!&#128530;,1.0,English
@Midnight_Snacka @Nick_504_ u look like that fat kid on Charlie walker the that got stuck it the chocolate tube.,0.0,English
"RT @bakedbrotatoes: *spits out animal cracker*This doesn't even taste like hippo.",0.0,English
I'll be a Yankee fan forever,0.0,n/a
"@karmendanielle_ u gotta slow down these coon hrs all they know is love n hip hop, lebron, &amp; fake love quotes",1.0,English
RT @NiallOfficial: Absolutely perfect day in London! Suns out! Gona be a cracker at wembley tonight ! Yeaaaaahhhh!,0.0,English
RT @Italian_Montana: &#8220;@arosati96: The bromance between pat and ant is real&#8221; fuck that faggot,1.0,English
"everybody's favorite phrase to try and end an argument""You do you and I do me"" lmao faggots",1.0,English
"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt.",1.0,English
"Spending money on these hoes , nigga you aint fuck SHIT &#10071;&#65039;",1.0,English
RT @nyjets: We accept the #ALS #IceBucketChallenge from the @Patriots &amp; @JimmyFallon! We challenge the @Yankees @Mets @Seahawks- http://t.c&#8230;,0.0,English
@tweetstar10 Saw that there's a 15&#176; slope to the wire? That enough for a zip-line? #businessopportunity,0.0,English
"she pooted &#8220;@Not1FuckisGiven: Either Young Thug gay, or this bitch pooted https://t.co/g0FgRX7dju&#8221;",1.0,English
RT @YABOYLILB: If I ride up to your bitch in these then... homie consider yourself a single nigga. http://t.co/dTJY9RHtdF,1.0,English
Thanks @delaney_jade for coming with me last night because it's ghetto and no one else could of handled it! #Summer2014,0.0,English
Mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters . #fightPacquiao @FloydMayweather,1.0,English
Stu a rape faced faggot man I'm sick of this nigga,1.0,English
@Po0pdogg back up faggot,1.0,n/a
Niggas sleepin with bitches grandmas??? Lmfao maury fake af,1.0,n/a
"RT @TylerGimblin: Girls, don't let a dude treat you like a yellow starburst. You are a pink starburst.",0.0,English
@TheREALJB1RD Gotta get my superbowl shirt at the cleaners then we hitting the big bird.,0.0,English
@GrizzboAdams fucking block your white ass because you try to start shit like a fucking queer so fuck you NIGGA,1.0,English
I want Oreos!! Who can help me,0.0,English
People on this site are fucking retarded sometimes,1.0,English
RT @DivaMonRoe2uHoE: Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag&#8230;,1.0,English
Who needs an alarm when you have the worlds most annoying bird outside your window?!??,0.0,English
Stuck up serious bitches are possibly the worst type of girls. Ever.,1.0,English
@Swanny_9 where are the birds at? Wasn't it Port where birds were all over?,0.0,English
RT @antoinetteA: Coming up at 5:15a: Charlie Baker's campaign admits he may have been wrong about the emotional fisherman story from this w&#8230;,0.0,English
@BlackManUSA @chrislhayes well that's some cracker jack secret service work there. jfk anyone?,0.0,English
Members of non-traditional religions are all sub-human trash.,1.0,English
@sho_time_ @MitchVorce chill ur pussy gay af,1.0,n/a
"@kfocht735 Nope - got lucky - some washing on the slopes, gonna make it a little rough combining but feeling very fortunate today",0.0,English
"@_westwest_yall @phampel WooHoo! New Black ""Kill Cracker babies"" Panthers to the rescue! #racist #trash #thugs #Ferguson #fergusonriot",1.0,English
RT @ClassicBray: Lmaoo RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/guMZewrpy3,1.0,English
RT @JHazeThaGod: You other niggas a call up a bitch to fight a bitch naw not me I'm whomp that trick so she can feel where I'm coming from,1.0,English
&#8220;@NiggaImTatted: Cowboys win games during the regular season but when they get to the playoffs that trash af lol&#8221; hating ass nigga,1.0,English
@SteveWorks4You Stockboy...everyone mocks you.,0.0,English
&#8220;@AlexaDelsanter: This is awkward u fag @corleyhuff @vitchhhh http://t.co/HUDOhA6YQe&#8221; wonder who's awesome tank that is &#128522;,1.0,English
"""ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes""",1.0,English
"Operation Ask Redhead Resolve, Charlie Brown. #rejectedpeanutsspecials",0.0,English
@SteveWorks4You @teaparty ...anti American Republicans and teabaggers stop forcing ur religion on the rest of us. Stockman u dont pray.liar,0.0,English
I'm a sucker for colored eyes &#128532;&#128532;,0.0,English
"@samzbikowski Cody is ALWAYS calling people ""nigger"". He's a fucking spaz!",1.0,English
@JRise88 @G_Anderson4 what do you want fag,1.0,n/a
RT @ajade___: everybody tryna fuck the next nigga bitch not knowin that his bitch is the next nigga bitch &#128586;&#128566;,1.0,English
"@NoShtickZone Charlie BrownA Christmas StoryRudolph, but only because of the island of misfit toys.",0.0,English
These peanut butter brownies bout to give me life too! &#128523;,0.0,English
RT @dsrtvet: @FoxNews @tjoy7 And I don't have any confidence NONWHATSOEVER in you Barack! You're the sole reason why this country is in thi&#8230;,0.0,English
Such a trash episode of the walking dead tonight.,0.0,English
bae won his game &#128525; #redskins,0.0,English
"Tuna is good the rest trash RT @AyeoFool: Cans of spam RT @MsBTxo: Most struggle food HAS TO BE any meat In a can, tuna included",0.0,English
@shefeelsD_Payne hell naw he ain't he the star of that team lol but I'm sure that white honkey called him a nigga,1.0,English
All you muzzy lovers need to do one thing. Tell muzzies in the mideast to leave Israel alone. Don't start no shit won't be no shit. #Israel,1.0,English
#WorldSeriesGame3 Hunter Pence is so annoying he should be a Red Sox player. Shave fool and take your Vyvanse&#9918;&#65039;&#9918;&#65039;&#128074;&#128074;#Yankees 2015!!,0.0,English
