text,hate label,language label,0.5,0.6,0.7,0.8,0.9
Mar Roxas the Winter Soldier https://t.co/cAfsf9oPtc,0,English,English,n/a,n/a,n/a,n/a
Baket sbi ni mar roxas daang matuwid daw?? Baket ang baguio paliko liko hindi matuwid?? ??????,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
May bago nanamang ad si Binay. -_-,1,Filipino,English,English,English,English,English
"Mar Roxas at #2. Madali na lang dayain to. Kahit di ako magaling magprogram, as an IT specialist (tama ba?), we all know it is possible.",0,Filipino,English,English,English,English,English
"MALAYA Headlines [Friday - 02.26.16]:

-Aquino lashes out at Marcos
-Binay, Honasan not invited to EDSA rites... https://t.co/af1fXqrxcR",0,English,English,English,n/a,n/a,n/a
@MaPamelaAndrea @kaye_sibss wehhh si binay bala nanay mo hahaha,0,Filipino,n/a,n/a,n/a,n/a,n/a
The Good Lord will be with you Mar Roxas! We're putting our faith to God. Kalma lang.,0,English,English,English,English,English,n/a
EncantadiaSaga https://t.co/5kL3rsGur5,0,Filipino,English,n/a,n/a,n/a,n/a
very sad to hear about Binay. nothing happened to him i’m just sad to hear about him https://t.co/T9qQYtqRFY,0,English,English,English,English,English,English
"Binay described Gerry Limlingan as his best friend.Despite their close ties, Binay said he has no idea where he is. https://t.co/TLHcxdPZxH",0,English,English,English,English,English,English
"Mar Roxas: ""walang drama, trabaho lang""

?? sir, you are supremely good in acting!  https://t.co/qUOjlMaN1V",1,English,English,English,English,n/a,n/a
Poe advisers say they’re more than a match for Binay’s Puno https://t.co/TzmImkZ1Hq,0,English,English,English,n/a,n/a,n/a
"He is indeed a threat to democracy, a corrupt democracy. Commented on: Duterte a threat to democracy – Grace Poe: https://t.co/qE2TsmZGS5",0,English,English,English,English,English,n/a
"manalo na lahat wag lang si duterte, roxas, poe at binay. #YouthForMiriam",0,Filipino,English,English,English,English,English
Ayoko pa sabihin sa sarili ko na si mayor duterte na magiging presidente kasi dadayain yan nila roxas saka ni pnoy na mukhang minion??,1,Filipino,n/a,n/a,n/a,n/a,n/a
Gwen still supports UNA presidential bet Jejomar Binay despite his fallout with One Cebu. Read here: https://t.co/N8hTRgy1Lz,0,English,English,English,English,English,n/a
RT @BryandePaz: Senator Binay reiterates call to ban selling firecrackers to minors @UNTVLife @untvradio1350 @SenatorBinay,0,English,n/a,n/a,n/a,n/a,n/a
"Kahapon good news para kay Poe, ngayon bad news para kay Binay. Ang saya po",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"""Yan si Binay."" WTF?????????????????????",1,Filipino,n/a,n/a,n/a,n/a,n/a
"Binay to greet Chilean, Mexican presidents for APEC https://t.co/wtuyQiIJku",0,English,English,English,n/a,n/a,n/a
"Hay mga Pilipino, BINAY / ERAP for President? ANO BA NAMAN HUHU",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"10-23-15
Duterte approves of Miriam’s presidential bid, says he won’t endorse Mar https://t.co/TBPFnNQMON via @kickerdaily",0,English,English,n/a,n/a,n/a,n/a
Binay camp not aware of AMLC report on alleged infra kickbacks https://t.co/h78h7ISQnA https://t.co/ULjQsjrefn,0,English,English,English,English,English,n/a
@KYZEEEEEEEE hi binay! Bagay talaga kayo ni pare ??,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
@DaisySuperstar @patsaclag wag ganun gine generalize niyo ako eh hahaha. No to binay af pero sa vp no problem kahit sino #notocorruption,1,Filipino,n/a,n/a,n/a,n/a,n/a
Binay Won't Concede To Duterte https://t.co/mH3NsypsgW,0,English,n/a,n/a,n/a,n/a,n/a
"Guys if you are a Filipino and concern ka sa bayan mo, please share this! Naka set na kay mar roxas ung voting... https://t.co/Dl50qW6MxS",1,English,English,English,English,English,English
Tanggap ko pa kung si Poe o si Mirriam ang next kay Duterte e. Pero pag si Mar lutong luto na!!,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"@Kathpowervote Tanong ko sayo, Si mar roxas ka din ba? DESPERADA ka na kasi e. Sorry not sorry.",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Nag tuturo po ang mga teacher ng mga bobo. Aral ka ulit binay. #NogNogHambog,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"""AKO SI MAR ROXAS. HINDI AKO MA-DRAMA, EPAL LANG AKO."" #ABSCBNLIARS",1,Filipino,n/a,n/a,n/a,n/a,n/a
"playing safe ka binay, don't me! #PiliPinasDebates2016",1,Filipino,English,English,English,English,n/a
Bakit pinakahuli si miriam? Hindi ba dapat sila binay o roxas yung nandun,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"puro nalang pasaring at parinigan sa tv. parang si binay, kalalaking tao, putak ng putak. kairita",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Binay: Kailangan natin ng isang pangulong di nagtatago, gaya ng Mamasapano, di naninisi at di nalilito sa panahon ng krisis #VotePH2016",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Me: Tanginamo po https://t.co/y184AfZZPa,1,Filipino,n/a,n/a,n/a,n/a,n/a
@SJShannen Yan si Binay. este lahat ng mangloloko ??,0,Filipino,n/a,n/a,n/a,n/a,n/a
Eat your heart out Mar Roxas.  #AyawSaDILAW   PLAY DIRTY GET KARMA https://t.co/sykqtPeDlj,1,English,n/a,n/a,n/a,n/a,n/a
President Aquino is confident with his administration Candidates Mar Roxas and Leni Robredo in the coming... https://t.co/ZiMpGtjhja,0,English,English,English,English,English,English
Si Mar Roxas? Made in China din yan ei. Fake! Hahahaha,1,Filipino,n/a,n/a,n/a,n/a,n/a
"Napaka desperado na ng kampo ni Pnoy para sabihin na magsama sama sila Mar, Poe, Binay &amp; Santiago laban kay Duterte. Grabe.",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"""Hindi sex objects ang mga kababaihan""- Binay https://t.co/wUVXME3Eyu",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"RT @SIR_EPREYM: Paulit ulit na TV Ad. Puro naman paawa. Yan si Binay. Kada commercial, ipinapalabas. ??",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"This halloween I want to dressed up as VP BINAY and fucking take all your lunch money, and still smile reluctantly  like nothing happened.",1,English,English,English,English,English,English
"Nognog, pandak, laki sa hirap. Yan si Binay. ??",1,Filipino,n/a,n/a,n/a,n/a,n/a
"Hindi si Mar, hindi si Grace, hindi si Binay. Kundi daya. #GreatLeaderDuterte",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Mar: Let's unite against Duterte, bae.
Poe: Nope.

#PresidenteSerye",1,English,English,English,n/a,n/a,n/a
"""@ayeemacaraig: Binay in Isabela radio interview:  ‘Yong iba, nangangako pa. Nagawa ko na ho lahat ‘yon.
#PHvote""nakuha mo na lahat?",1,Filipino,English,English,English,English,English
ATE NI PNOY: DI NAMIN SUSUPORTAHAN ANG KANDIDATURA NI VP BINAY @News5AKSYON https://t.co/wjNWwN7lmb (via @News5E) #OnlyInThePhilippines,0,Filipino,n/a,n/a,n/a,n/a,n/a
@micojardins @weirdinaaa HAHAHAHAHAHA wag ganyan Binay. Hindi ganyan sa makati,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
I actually like Binay's latest campaign commercial. Very well thought of. Intended for his target voters. ????,0,English,English,English,English,English,English
"IN YOUR FACE, GRACE POE-TANGINA MO! no offense though",1,English,English,n/a,n/a,n/a,n/a
DUTERTE LASTCARD,1,English,n/a,n/a,n/a,n/a,n/a
Ngislo mo Binay! Puro ka Nognog!!!!!,1,Filipino,English,English,English,English,English
bakit si Binay iboboto ni Mame???,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"As far as fishers are concerned,

Mar Roxas is no longer in contention in the Presidential race since day 1.

#AyawSaDILAW 
#PHVote",1,English,English,English,English,English,English
Miriam o Duterte lang please. ROXAS utang na loob wag kana humabol please,1,Filipino,n/a,n/a,n/a,n/a,n/a
@JamesRedLegit Kaya itigil na ang pamumuno ng mga LP kasama si Mar Roxas na mahilig sa slogan TuwidNaDaan na di naman maramdaman at makita.,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"""Bakit kung sino pa ang nognog siya pa ang nagbigay liwanag.""

REALLY BINAY?",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Sa classmates mo,

Si Binay yung binu-bully bully lagi;
Si Duterte 'yung siga-siga, nakakatakot;
Si Poe yung... https://t.co/T2yzO5Jm6G",1,Filipino,English,English,English,English,English
In that aspect makikita ng mga alagad ni SATAN  na kumaliwa na ako sa... https://t.co/6ZnSfgIBKy,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
@robertmarion @lizasoberadude DU30 nag tunay na pagbabago pero pag daya roxas... Pero kung mgyari yun kodeta na lang ulit,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Binay's law firm belies Inquirer report on sending P100M to HK https://t.co/gHGlp2gZDG,0,English,English,English,English,English,n/a
It's scary to think that all problematic ballots show votes going to Mar Roxas. #Halalan2016 #Election2016,1,English,English,English,English,English,English
Malamang pag si Mar Roxas ang nanalo dadalihin na naman sya sa social media...oh no..,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
bkit ganun?inendorso ni daniel padilla c mar roxas?..bkit nid izero vote ntin cia?..guys bayan na pinag uusapan..wag tyong beast mode,0,Filipino,n/a,n/a,n/a,n/a,n/a
Mar Roxas needs hire an image consultant and the best PR team to win the Presidency. That and he needs to get rid of Korina.,1,English,English,English,English,English,English
"Ito si  Binay

Pag nagpopost siya sa facebook, hindi niya nililike yung sarili niyang post. 

Hindi tanga si Binay

Tularan si Binay",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Pano Kaya Kapag nognog, pandak, laki sa hirap din ako? edi sana kasing yaman ko na si Binay",0,Filipino,n/a,n/a,n/a,n/a,n/a
"Lumpo.
Pandak.
Laki sa hirap.
Pero di tulad ng iba, maraming nagawang korupsyon ang putanginang si Binay",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
@lalalaBAJER kala ko nasa mcdo pa kayo. Pumunta pa ako dun. Hahaha. Mala Binay na balat ko. Hahahaha,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Mar roxas po. Tanga ka din,1,Filipino,n/a,n/a,n/a,n/a,n/a
"Quicho: Sen Trillanes is trying to deceive the people by saying that cases are already filed vs VP Binay. There are complaints, but no cases",1,English,English,English,English,English,English
"#TV5Aksyon | Junjun Binay, naniniwalang makakabalik pa siya sa pwesto bilang mayor ng Makati",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Akala ko si Mar lang ang may palibre pag nanalo. Si Binay din pala. ?? https://t.co/IC6dQMfU93,0,Filipino,n/a,n/a,n/a,n/a,n/a
"Tanong lang po, Sino po ba ang tunay na disente? Yung naninira o sinisiraan? Mar Roxas pakisagot po. Hehe",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"THE KNIVES ARE OUT | Binay, Poe, Roxas attack Duterte over rape joke https://t.co/PnnY61Jj51",0,English,English,English,n/a,n/a,n/a
@iamtoriie madami dami din syang followers ano ka ba! may kulto yan si binay e hahahahaha! e si poe bet mo?,0,Filipino,n/a,n/a,n/a,n/a,n/a
"#PiliPinasDebates2016 

Hay nako Poe, di mo talaga kayang hindi banggitin mga umampon sayo.",1,Filipino,Filipino,Filipino,n/a,n/a,n/a
Nakakabeast mode mga ads ni Binay.,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Binay camp: No sugar coating or diversionary tactics will cover-up these glaring facts. | via @jv_arcena,0,English,English,English,English,English,n/a
napaka bias ng abs-cbn ba't kaya hindi niyo din ilabas yung baho ni mar roxas ekis,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"dahil kay binay meron tayong junjun, nancy and other siblings. hay",1,Filipino,English,English,English,English,English
RT @doremifaSoLopez: Palakpakan natin si Alma Moreno ????! She braved something not even Binay can do. Si Binay di sumasagot sa issues!  http…,0,Filipino,English,English,English,English,English
"Nog nog.

Laki sa hirap.

Laging bilad sa araw, 
'Yan si Binay! 

#NogNogHambog",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
RT @chiminychurva: ??only binay only binay?? ang makapal ang mukha at korap.,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Daldal ni mar roxas d nga nya maituwid ang paningin nya daan pa kaya ??????????????,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Calling Presendiables Roxas, Binay, Poe, Santiago and all their supporters... Kung masama ang ginagawa ni Duterte... https://t.co/RlCHIl2QIw",1,English,English,English,English,English,English
Ang Pagbabalik Binay In Makati,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Haha. Binay at Jollibee. $JFC https://t.co/5jdQO6DolB,0,English,English,n/a,n/a,n/a,n/a
Di ko matanggap mas nauunahan pa ni Binay at Poe si Miriam. BAKIT. 'Di makatarungan.,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Binay rues E. Visayas poverty https://t.co/8ia0VnwCyf | via Tempo,0,English,n/a,n/a,n/a,n/a,n/a
lol dat binay commercial lel,0,English,n/a,n/a,n/a,n/a,n/a
RT @damienful: Tinalo ng Only Binay ang Micronutrient Deficiency ng Bear Brand at 'Only Belo Touches My Skin' tagline ng Belo.,0,English,Filipino,Filipino,Filipino,Filipino,Filipino
@KatDeCastro LP funded for sure. Mar Roxas will cheat is way to the Presidency. He won't win in an honest election,1,English,English,English,English,English,English
NOT OUR STYLE': Chiz defends Poe from allegation of anti-Duterte 'conspiracy' https://t.co/Ja7wNVgAVy,0,English,English,English,English,n/a,n/a
"RT @DonyaAlma: ""Nognog, pandak, laki sa hirap!"" 

Yan siya eh! Only Binay. Harhar 

PS di ako gumawa nyan sayo ah. https://t.co/W12EG8rN16",1,Filipino,n/a,n/a,n/a,n/a,n/a
@ALDUBPILIPINAS @mainedcm @aldenrichards02 @mainedcim meron pa nakita ko si Mar Roxas yung ineendorse eh,0,Filipino,English,English,English,English,English
Yung andito si vp binay at sen honasan pero di ko nakita dahil ang hinanap ko ay si ivan mayrina bwahaha!,0,Filipino,Filipino,n/a,n/a,n/a,n/a
"Pag sasampalin nyo ngayon LP,Roxas, Trillanes ang nka isip nyang black propaganda ad n yan. Nakatulong ba?Karma agad d b?
#DuterteTillTheEnd",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Si Mar Roxas amputa sarap sampalin. Galing magmalinis. Wag ka ng umasang manalo. Ulol!,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"RT @profmssyj: Sana yung galit, sarcasm at inis niyo kay Mar ay ganon din kay Binay at iba pang  kawatan. Kung hindi ay iisipin kong balukt…",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
HK OFW Claims Her Duterte Vote Counted As Roxas’: OFW Claims That Her Vote For Duterte Came Out For Roxas In ... https://t.co/xyV87yiwHf,0,English,English,English,n/a,n/a,n/a
"If what Mar Roxas, Duterte, Binay et.al do is not early campaigning, then what is? #ThisIsNotAPaidAdvertisement",0,English,English,English,English,n/a,n/a
"Binay says he knows Limlingan's physical condition, not his whereabouts #Eleksyon2016 https://t.co/z2iFRq0REz https://t.co/xliwI2f5Oh",0,English,English,English,English,English,n/a
"Ano daw nangyari sa MMK??? sorry di ko pinanood kasi sabi ng standard bearer nila eh ""walang drama."" #NoToMarRoxas #NoVote4LiberalParty",1,Filipino,English,English,English,English,English
"@ixrated Yiz! We shall schedule! And still No To Binay me, kasi No to Everyone akey, mwahahahaha @jesterinexile @ihateposh",0,English,English,English,n/a,n/a,n/a
"Remembering Binay's ""di ko alam yan pero okay yan"" during the UPLB forum. Duterte never said that but you know that's how he might think.",0,English,English,English,English,English,English
Waiting for the latest news on what's going to be decided after the said Mar Roxas and Grace Poe… https://t.co/aZaWZVrztV,0,English,English,English,English,English,English
"bakit dahil kay binay...HAHA.xd,...Makakabisado ko na ata yun ahhh.;)",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Binay, FYI hindi kami nognog, huwag mo making idamay sa commercial mo #Binay2016",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Tanga lang boboto kay mar roxas !!! #AyawSaDILAW DUTERTE PADIN!,1,Filipino,English,English,English,English,English
Mar Roxas is this and that. Isnt about time you compare him to other candidates? https://t.co/OjeSdTfuCm,0,English,English,English,English,English,English
Sa kangkungan pupulutin ang KathNiel! Or maging anino na lang sila ni Mar Roxas! Bwahwwhwwhwhwhw #PSYWeDemandAngYna  https://t.co/c0FeNlR3MI,1,Filipino,English,English,English,English,English
"Binay, what's good?
#ALDUBUNTOLDStories",0,English,English,English,English,n/a,n/a
Ginayuma siguro ni Korina si Mar Roxas kaya ganyan utak niyan ni Mar e. #RatedK,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"TRIVIA: Cabagan, Isabela is the birthplace of VP Binay's mother | @jv_arcena",0,English,English,English,n/a,n/a,n/a
Binay's political advertisements really annoy me.,1,English,English,English,English,English,English
"#BINAY: If elected president, can you stop #CORRUPTION??? https://t.co/Cgdrpbs6qq",1,English,English,English,English,English,n/a
"VIRAL NOW: The Reason Why Binay, Poe and Roxas don't deserved the Filipinos Vote. MUST READ! https://t.co/x3p3NjVEFe",1,English,English,English,English,English,n/a
Listen! The silent majority is clamouring for Mar Roxas to stay in the race #PHVote,0,English,English,English,English,English,n/a
Don't be surprised if Binay wins.,1,English,English,English,English,English,n/a
tangina ng PLDT eh pakyu sila sama sila ni Mar Roxas,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Namesake of LP bet Mar Roxas withdraws from 2016 presidential race https://t.co/0t3PFXTBrs #TheFilipinoVotes https://t.co/ObEBZKzMoO,0,English,English,English,English,English,n/a
POE WILL NOT WIN @MARoxas  @frankahan @lito_atienza @MannyPacquiao @PhilippineStar  https://t.co/CwVUNdUlUu https://t.co/uU0yiWrJYo,0,English,English,n/a,n/a,n/a,n/a
"I know this was from GMA's election pa but the jingle ""Mar Roxas, Mr. Palengke"" plays in my head every time I see a picture of Mar smiling ??",1,English,English,English,English,English,English
pangalawa si mar roxas? ha ha ha look how powerful money is ????,1,English,n/a,n/a,n/a,n/a,n/a
RT @derpkinggg: @LwnCrlsGrsl @TrevorWesley hahahaha flashback friday kay binay hahaha,0,Filipino,n/a,n/a,n/a,n/a,n/a
"Kung Black Propaganda man yung binabato kay Binay, edi totoo pa rin yon. ""BLACK"" eh.",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Only Binay Bulacan https://t.co/yRiJXGEp5e,1,English,n/a,n/a,n/a,n/a,n/a
"If Binay didn't make a good VP, why the hell do you think he'd make a good president? Good Lord ??",1,English,English,English,English,English,English
RT @norvinyecla: Hassle talaga ng patalastas ni Binay. Bakit Mayorship pa rin ng Makati hina-highlight nya? Wala ba syang nagawa as VP?,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Nakita ko si VP Binay sa Evergreen ay kinawayan pa ako e????????????,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Ang yabang talaga nitong si Mar Roxas!??,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Hindi na talaga ako magtataka kung ang boto mamaya nila Bam Aquino, Nancy Binay at Pia Cayetano ay ang pagkadiskwalipika ni Grace Poe.",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Ipapakulong mo ba si Binay pag nanalo ka?

Poe: Kung ano ang magiging desisyon (ng korte), dapat i-respeto #DZMMTeleIkawNaBa #Halalan2016",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Ayoko kay binay hahahaha ??????,1,Filipino,English,English,English,English,English
Supreme Court upholds CA decision on Junjun Binay's case - CNN https://t.co/NKW0Vqi4V8,0,English,English,English,English,n/a,n/a
ABS CBN network obviously supports Mar Roxas. All of the news/reports you've see about him are all positive. WHY?! Bias na po ??,1,English,English,English,English,English,English
beast mode na nanay ko binay manahimik ka na,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
ANG DAMING TAO SA BAHAY NI MAR ROXAS. ANG DAMING PULIS #VoteKathrynFPP #KCA,0,Filipino,English,n/a,n/a,n/a,n/a
Yan si Binay.,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Are we really as convinced as Binay's corruption when it comes to Duterte's extra-judicial killings?,1,English,English,English,English,English,English
bakit si roxas ayaw pumunta? di lang kasi boo abutin niya! GO VP BINAY! #binayforpresident #NogNogSinunog #onlybinay https://t.co/6g8nYczt2t,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
SC asked to remove #Binay from Boy Scouts of the Philippines https://t.co/GDPFbZQl1G | @TarraINQ #VotePH2016 https://t.co/kquiYHfRXs,0,English,English,English,English,n/a,n/a
"Saw Mar Roxas' commercial, he was talking about the""daang matuwid"" and I was like BITCH WHERE?!",1,English,English,English,English,English,English
Bakit parang tanga lagi si Mar Roxas sa tuwing iniinterview sya? ??,1,Filipino,n/a,n/a,n/a,n/a,n/a
1. how does binay and company get around when his assets have been frozen,0,English,English,English,English,English,English
Daming dada. Eh so what kung taga pangasinan ka.  Paki-hanap pki ko grace poe pakisabi pag nkita mo wag sya uuwe galit pko.,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Binay to welcome #APEC2015 leaders https://t.co/NwkxCSk1Yg @VPJojoBinay https://t.co/YqclXVcK1U,0,English,English,English,n/a,n/a,n/a
I would like to see Mar give up his candidacy &amp; give way to Poe or v.v so as to prevent Duterte from grasping his desired presidential seat.,0,English,English,English,English,English,English
Patiently waiting for VP Binay's political advertisement. Fvck. Haha. ??,1,English,English,English,English,English,n/a
‘What sacks of evidence?’: Trillanes says Binay lying in pol ad https://t.co/fEUqXelLar https://t.co/9h2rEyOnkV,0,English,English,English,English,n/a,n/a
RT @twitnigab: Ang sipag pala ni Grace mag conduct ng Senate investigation pero nung investigation kay Binay ang tahimik nila ni Chiz.,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Ispageting toothpick na may bilyones in several dummies' bank accounts??? I'm not amused, Jojo Binay. Not at all!  https://t.co/TgVb6D6nSk",1,English,English,English,English,English,n/a
binay kasalanan mo to.,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Kainis ung ad ni Binay, taena nognog, pandak, laki sa hirap. Nilalait mo ba sarili mo friend?",1,Filipino,n/a,n/a,n/a,n/a,n/a
"RT @DiKukurap: Happy birthday, VP Binay! Pagod ka na kakakampanya so sana magkaroon ka ng time to rest; not just today but forever! https:/…",0,Filipino,English,English,English,English,English
#MarRoxas: you can't present yourself as P.Noy part 2. Don't act as if you are a re-electionist . The masa don' t appreciate it. Sayang ka.,1,English,English,English,English,English,English
I'm originally rooting for Duterte. Miriam was just a second option. Mashaket pero totoo. &lt;/3 #Duterte2016,0,English,English,English,English,n/a,n/a
All the dynamics is with Poe and Binay because of the ferocious attempts by the bottom dwellers to get rid of them. @momblogger,0,English,English,English,English,English,English
Eto bubungad sa newsfeed ko?! @aymkimarrianne BINAY! Bumabagyo na humuhugot kapa! ???? walang forever! ?????? hahaha https://t.co/sl0df86Dav,1,Filipino,English,English,English,English,English
Bawal si Poe kasi hindi natural born? Pero pwede si Mar at Binay kahit magnanakaw?,1,Filipino,English,English,English,English,English
"Binay promises end of poverty, unemployment; says he will continue good projects such as 4Ps. #BilangPilipino | @janvicmateo",0,English,English,English,English,English,n/a
Kabwiset yung Tvc ni binay,1,Filipino,n/a,n/a,n/a,n/a,n/a
MAR ROXAS TOTOO KA BA? ARE YOU FOR REAL?,1,Filipino,n/a,n/a,n/a,n/a,n/a
traffic enforcer + kung fu = Mar Roxas https://t.co/KQegbw7YOU,0,English,English,n/a,n/a,n/a,n/a
Juice me. Kairita itong commercial ad ni Binay at Roxas. ??,1,Filipino,English,English,English,English,English
"Grabe TRENDING at #7 ang Only Binay! Syempre habang nanonood ng #MMKSpokenWord, nagreact ang tao -___-",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"#TangInaYung commercial ni Binay,nilait lang sarili niya ??",1,Filipino,English,English,English,English,English
Shut up Binay. Sayang air time mo.,1,Filipino,English,English,English,English,English
binay getting so much hate. boo you,1,English,English,English,English,English,English
"What's pretty frustrating is that the votes for Roxas + Poe &gt; Duterte. This is where pride takes you, Poe. Oh well. Tally's not over #RoRo",1,English,English,English,English,English,English
"The #Binay Inc. Partners
What's UNA Stand on ""#BINAYaran na Dummies? https://t.co/OzP8Cpg9As",0,Filipino,English,English,n/a,n/a,n/a
"I can accept duterte being at the top, what i can't accept is that miriam is bottom of mar ang binay.",0,English,English,English,English,English,English
"Pres. Aquino, Vice Pres. Binay visit 'Lando'-hit areas https://t.co/XuzNkMNc6G #LandoPH",0,English,English,n/a,n/a,n/a,n/a
Duterte or Miriam. Not Roxas. Please. ??,1,English,n/a,n/a,n/a,n/a,n/a
"Saw this on facebook, apparently I was spotted in VP Binay's new campaign ad! ?????? pag napanood niyo let me know haha! http://t.co/REIMbP476N",0,English,English,English,English,English,English
"Toni: ""Ano ang katangian niyo kung kaya't dapat kayong maging Big Winner?""
Binay: ""Nognog, pandak, at laki sa hirap.
HAHA. #PBBTheBigNight",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
I think Grace Poe will be disqualified for President not bc of citizenship but she lacks the residency reqt. Mukhang perjury ang dating eh,1,Filipino,English,English,English,English,English
"Yellow card for Mar Roxas, please. Then red card to VP Binay. #PiliPinasDebates2016 #Halalan2016 #PHVote",0,English,English,English,English,n/a,n/a
"Kapag nanalo si Pacquiao, Binay, Tito Sotto, Alma Moreno, Colmenares, Marcos or Chiz ehhh wala lang.... pakamatay na lang tayong lahat. LOL",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
ANO BA TALAGA ANG IPAPANALO ABS-CBN? ANG PAMILYANG PILIPINO BA O SI MAR ROXAS? ??,0,Filipino,n/a,n/a,n/a,n/a,n/a
"I doubt Poe, Binay, &amp; Roxas can contain the ongoing conflicts in Mindanao. They're only interested in their capitalist utopia.",1,English,English,English,English,English,n/a
"Sabi naman sayo Mar Roxas. Change is coming. Tignan mo kanina 2nd ka, ngayon 3rd. Change diba?",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Si Binay nagpaganda ng makati pero puro galing sa corrupt ang pera. #NogNogHambog,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"[#PiliPinas] KBP/Bombo Radio partial and unofficial count: 

Rodrigo Duterte: 88,879
Mar Roxas: 64,606 
Grace... https://t.co/aLXbKg1iDU",0,English,English,n/a,n/a,n/a,n/a
Bumabagsak na si Mar Roxas #DayaangDILAW,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Yung boto kay roxas and binay halatang daya na lang e para di sila mapahiya??,1,Filipino,n/a,n/a,n/a,n/a,n/a
Did Binay lie in his political advertisement? https://t.co/HTwgtbtnNZ,0,English,English,English,English,English,English
Sino paba? Only binay Oily binay,1,English,n/a,n/a,n/a,n/a,n/a
Tangines ?? hoy binay imy na @ScevenDCN di ka pa uli nagpaparamdam yun bang 'woooh' hahahaha leche,1,Filipino,n/a,n/a,n/a,n/a,n/a
#TSOpinion Do you think it’s gonna be Binay-versus-Mar fight on May? https://t.co/ZAyZzL02Z2 https://t.co/glWEMSbcHV,0,English,English,n/a,n/a,n/a,n/a
Ang sangganong lasing lng magsalita ni Binay ngayon. Para na siyang baliw. Binoto nyo yan over Mar in 2010? #PHVote,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
RT @Bitiyaaa: Anak ni Binay si?,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
