text,label
"hmmm either Duterte o Mirriam Santiago lang president ko. Vice ko, either Chiz or Bongbong.",0
@anweydaniella mga maala Mar Roxas nga. HAHHAAH.,0
@PhilstarNews @VPJojoBinay Sana di nalang paulit ulit yung binabato nila kay Binay para nakaka move on tayo lahat #OnlyBinayUnasaIlocos,0
"Interview pa lang ni Duterte walang isip-isip sa pagsagot, hindi tulad ni Mar Roxas! Haha #WantedPresident",0
"I really hope the voting public bothered to witness this debate. If you're still voting for Duterte or Binay, then idk anymore. #PHVote",1
The Information against VP Binay will be filed after the expiration of his term as Vice President. | via @OmbudsmanPh,0
Binay cuts short Ilocos trip to prepare for 2nd presidential debate https://t.co/fEUqXelLar https://t.co/K35ezHCTvW,0
@wendybinay BINAY! wala na ba? ??????,0
Bakit di man lang maitelevised ng ABSCBN yung problema na duterte yung votes pero sa receipts roxas. BIAS TLAAGA #Elections2016 #unacceptabl,0
Enrile to raise #Mamasapano issue vs Roxas if admin uses corruption vs Binay https://t.co/1iJ74sj1sC | @MAgerINQ https://t.co/653WVh3DiM,1
"What saddens me most is that Roxas, Poe and Binay placed higher than MDS. You're really not afraid of a dying country.",1
@juswababe nognog. pandak. yan si binay asawa ni binoy ????????,0
Pagkatapos ng nognog pandak naman ngayon. Srsyly binay ??,1
"VP Binay, dinalaw ang mga naapektuhan ng bagyong Lando sa Isabela https://t.co/TWRgiqIRAD | via Bombo Radyo",0
RT @marqgc: It will just be Miriam vs Duterte for me. Credibility vs Willpower. Debates will tell. #Miriam2016 #Duterte2016,0
tricky pol ads of cagey binay,1
Presidential bet Grace Poe now faces allegations on vote buying in Baguio City. #PhVote2016 https://t.co/1bvbGfU0C5,0
Gwapo naman lagi ni binay eh hahahaha,0
Palace to Binay: Check out Aquino’s numbers https://t.co/fEUqXelLar https://t.co/vmotc9Ocgp,0
McDo - AlDub Jollibee - Binay ....tss,1
5M for Du30. hay. tapos si poe 2.9M.,1
"Wala din akong kinakalabang kandidato. I share posts on Binay, Duterte, Poe, Roxas, and Santiago. Alphabetical ka 'yan para fair. ??",0
"Mercado owned ‘dummy’ firms, alleged Binay bagman claims https://t.co/fEUqXelLar https://t.co/plTQ3ktosU",0
mar roxas should be the 1 to quit instead of poe kasi mas mataas ranking ni grace sa 7-eleven GULP surveys,0
"Salgado says @OmbudsmanPh reaffirmed indictment days before campaign period,like when it indicted Binay on day he filed his candidacy",0
Video of Vice President Jejomar Binay lookalike goes viral. READ HERE: https://t.co/fMhFXlbuQg,0
"Retweeted TV Patrol (@TVPatrol): #TVPatrol VP Binay, iginiit na wala siyang kinalaman sa desisyon ng anak sa... https://t.co/vNsZqJLH9y",0
Mali libreng ticket nila.. Parang flyers ni BINAY! #ShowtimeAnimversary AlingBelenOfficial https://t.co/bNdWpbfx8v,1
Poe: It's presumptuous for Roxas to think the race is between him and Duterte.,0
"GOV'Ts MONEY??? EXCUSE ME, MR. BINAY! THAT'S OUR MONEY!! GALING SA DUGO'T PAWIS NG MGA HAMAK NA MANGGAGAWA NA... https://t.co/BIYFsXz1cd",1
"I hear our neighbor's sing VP Binay's jingle pero iba yung lyrics. From only Binay to ""Lonely Binay."" Huhu wait na-LSS ako",1
Jusko po. Kahit tuwid na daan ni Mar Roxas apektado. ?? https://t.co/GJYRBU8FAo,1
Bombo Radyo Philippines - Trillanes: Hindi ako titigil sa pag-uusig laban sa pamilya Binay https://t.co/e3mUBKHXwW,0
Yan si Binay! Wahahaha! https://t.co/QtCWOOwtAC,0
"Binay: I will make you rich, like Makati. Pwe! Talagang mayaman ang Makati kasi yun ang business capital mg Ph. Tanga.",1
Binay's ad is so full of ad misericordiam fallacies hahaha,1
Palace did not act on ‘blood money’ proposals–Binay https://t.co/1TqQShI8eO | via Manila Bulletin,0
"VP Binay, binati nina Poe at Roxas sa kanyang 73rd birthday https://t.co/U0bhyx31fn https://t.co/tvibmZbyPV",0
"PWEDE NA SI DU30, WAG LANG SI POE, WAG! SHET, WAG! MIRIAM, LABAN PA! #MIRIAMforPRESIDENT",1
"OPINION: Slow rehab: Vice President Jejomar Binay, former rehabilitation czar Panfilo Lacson; Senators Ferdina... https://t.co/B1ZBb93YrL",0
@TVPatrol @atomaraullo manhid mo comelec.maka stresss!!!binayaran din kayo Ni mar roxas,1
"Dutertards, yellowtards, BINAYaran, (di ko alam kay poe). Enough bickering pls XD just look at their achievements and choose one XD",0
Du30- Fire vender Poe- Water Vender Binay- Earth vender Roxas- Air Bender While MIRIAM: She's Korra! The avatar. Wahaha #MIRIAMforPRESIDENT,0
I will not vote Mar Roxas.  #YolandaPH #RememberingYolanda,0
Nag trending si Binay sa twitter.. Negative puros ??????????????????,0
I really don't like that binay commercial hahahaha,0
"Manawagan kong Mar, Grace, Binay nga ilibre kog ticket sa EXO Planet. ???? dejokelungs",0
Good news but why do i have a bad feeling that binay will win  https://t.co/t2Ga8emsvI,0
"Words like decency and honesty coming from Mar Roxas?  Oh. Fck you and your poor, filthy little shit#",1
"@Team_Inquirer @kpedrosoINQ salamat sa naging suporta mga ka VP Binay, di pa tapos ang laban, laban para sa kahirapan",0
Mar Roxas po.  https://t.co/5aOjMolfe4,0
Desperate move ni Mr. Mar Roxas ???? #DayaangMatuwid,1
@KgMatias Vice Pres. Ken Gegomar Binay.??,0
"Grabe talaga si Trillanes, wala kasing boto kaya ginagamit si VP Binay! #BinayPaRin #Binay2016 #OnlyBinay",0
"NGAYON SA #Bandila - Santiago, Binay, Roxas at Poe, inilatag ang mga  plataporma sa harap ng mga negosyante. -... https://t.co/q1SBvseZWm",0
"Dear Mar Roxas, Why can't you just accept the fact na ayaw sayo ng mga tao? Stop threatening the voters ??? #AyawSaDILAW #Halalan2016",1
Binay: We shall ensure govt uses taxes properly. Paying taxes in the Philippines is NOT FUN in this country. #PHvote @rapplerdotcom,0
"@ralphmasangkay ofcourse, there's no choice but santiago. pero kung binay vs roxas? i'd pick binay any day ??????",0
"""Mananalo ang karapatdapat"" -Mar Roxas At ang karapatadapat ay si Du30 hahahaha",0
@chichaimallari hahahaha same tayo kay duterte! Nag leni ako sa vice! ?? si mommy roxas at marcos. ??,0
#KPOPHalalan2016 BINAY oppa ACCIDENTALLY burns himself in 'Fire' MV making © whateverbts Get well soon. HAHAHA,1
"@inquirerdotnet Wag ka na lumaban sa pagka pangulo. Dka mananalo, Si VP Binay ang mananaig. #OnlyBinayPriority4Ps",0
Toni: Ano ang katangian nyo kung kaya't kayo ang dapat na maging big winner? Binay: Nognog. Pandak. Laki sa hirap. ??? #PBBTheBigWeekend,0
Nancy Binay for Darna! Hahahahaha last,0
"Para sakin this labanan is between Duterte(Disiplina), MDS(utak) at Poe(Puso).",0
"Sen. Nancy Binay: I'm given a job to perfrom, will not inhibit from sengracepoe SET case | via Joseph_Morong https://t.co/rD9bf5m4yi",0
"POE, DUTERTE, SANTIAGO NOT YET CONFIRMED: Roxas, Binay, Señeres commit to attend presidential debates https://t.co/zjkPEWNAoZ",0
My vote is for DUTERTE and CAYETANO only no  Matter what happen. My vote is not for sale. #DUTERTEpresidenteKO Hakot POE,1
"Honestly, why is Trillanes so against of Mayor Duterte? Ano motive niya?",0
Vote buying from Mar roxas . First Time namin nakatanggap na galing sa president https://t.co/F2S4zWOkVW,1
Desperado move ?? Mar Roxas .  #AyawSaDILAW,1
"Those who voted that Sen. Poe is not a natural born Filipino: Justices Carpio, De Castro, Brion, Sen. Nancy Binay | via @InaReformina",0
Puro lait sa sarili si binay :(,1
Binay to continue eliminating poverty among poor families.@PhCHED #OnlyBinayPriority4Ps,0
Binay cuts short Ilocos trip to prepare for 2nd presidential debate https://t.co/eKHfgulyFx,0
Kahawig nung babae si Nancy Binay ??,0
Ganyan ang president. Hindi takot sa Q&amp;A from media. Good job @MARoxas! #RoxasRobredo2016 #Halalan2016,0
Binay: PH economy has been a paradox. We have high GDP growth but poverty worsened. Housing backlog worsened amid property boom. #PHvote,0
"Bat kaya napikon si Binay kay Mar Roxas dahil ba sa parinig ni roxas na ""Kahit hindi ako laki sa hirap ATLEAST hindi ako MAGNANAKAW""",1
Sana walang dayaang mangyari sa lunes at si Duterte ang manalo wahaha! Pakyu ka Roxas ililipat mo kay Poe yung mga boto sayo! #AyawSaDILAW,1
KAPAG SI MAR ROXAS ANG MANANALO MATUTUWA SI KORING. AT AYOKONG MANGYARI YON. HAHAHAHAHA,0
May kumakalat na balita na 60% ng votes kay duterte mapupunta kay roxas. Edi iboto si Miriam para walang mapunta kay Roxas. Haha #suchlogic,1
Binay: Kahirapan Miriam: Economy Duterte: Criminality Poe: Agriculture Roxas: tsinelas ni Korina #PiliPinasDebates2016,0
Bakit dahil kay Binay? Bakit puro Binay lagi? ??,0
@JeraldCncpcn nye pndak na nog nog parang binay lang ahahahha ?,1
and that ladies &amp; gentlemen is what it boils down to. #MarRoxas https://t.co/585X56smZi,0
Pag nanalo si mar or binay mag sisimula ako mag graffiti ng anti-gov shit. lol,0
RT @manila_bulletin: LP to Binay: Where did you get the P600M you spent on TV ads? - Read: https://t.co/HLdUtVb5GT #BeFullyInformed https:/…,0
@alandbest Wag mo Boto #RoxasRobredo #Mar2016,0
He's a waste of election budget... MAR ROXAS: I DON’T NEED OFW VOTE https://t.co/1VE81V4uwJ via @wordpressdotcom,1
"Poor Grace Poe. Pero parang awa niyo na, wag niyong iboto si Mar Roxas :(",1
Ewan ko sayo binay #PushAwardsKathNiels,1
"Unlike his rich rivals, Binay says he hails from the poor https://t.co/QlzkFQEWpY",0
Sawsaw nanaman sa APEC issue 'to si Binay.. Tsk tsk! #BoySawsaw #NoToBinay2016,1
@pnppro1 @PNPLUPPO Route Security was maintained and rendered during the visit of VP Binay and Company. https://t.co/yGjTfOfPvZ,0
Nakakairita si Binay! Tanga kaba?! Tsktsk. Hindi kana nga mayor! Pati tatay mo nakikisali pa. Punyeta!,1
Grabe naman sila kay #Binay... Skin color is never the issue ???????? https://t.co/SJ6rVG7N7A,0
Grabe kayo kay Binay ???? #NogNogHambog,1
"Dapat dinidisqualify c Mar Roxas, puro kadayaan ang alam. Hays #Halalan2016 #KwentuhangHalalan",1
Segway: Anong inarte ng tv ad ni Binay at Mar?! Sarap pag untugin.,1
"Talaga 'to si Kokey! Lahat na lang eh. Pati Oplan Tuli, naki-join din! ?? HAHAHAHAHAHAHA! ?? #Binay #VPBinay #LOL... https://t.co/DYji7bSnsG",1
"""But you expect me to jump up on board with you and ride off into your delusional sunset."" (King of Anything, Sara Bareilles to Mar Roxas)",0
"Sen. @jvejercito has good words #Binay &amp; #Mar, but says @sengracepoe has edge for Erap support. #pandesalforum RT https://t.co/2oed6nShAL",0
PRESIDENTE DUTERTE I'm sure in last debate  itaob ni Mayor Digong ang mga Nambatikos sa kanya..roxas binay poe manginig na kayo....,1
Sen Grace Poe last to arrive. Didn't grant interview but blew kiss to media #PHVote https://t.co/KRNRZOw5Hj,0
"Vice Pres. Jejomar Binay leads in the latest SWS Presidential survey (1,200 respondents; Feb 5… https://t.co/7IM7UvKIkq",0
Only Binay WTF??? HAHAHAHA,1
Idaan niyo din si Binay kay Karen Davila pls https://t.co/T3kbZcM9aM,0
Ang yaman ni Binay..  Twice ang paid ad in one gap.,1
Retweet sa mga Badtrip kay Mar Roxas ???? https://t.co/m5fQraU3md,1
Binay political ads are sick.,1
Hey Binay wrong timing ka daw sabi si Delima  https://t.co/oLvh3GkOST,0
Umalma ang kampo ni VP Binay sa pahayag ni Cayetano na tila may pagkakapareho ang mga transaksyon ni Binay sa RCBC...,0
"Nagconcede ka man Maimar, wala ka prin, nagdala ka pa ng tagapalakpak mo. Binayaran ng daang matuwid ang utang ng Pilipinas? Bobo lang?",1
"Shut up, Mar Roxas!",1
"@iiTSMEAICA kung nakaliit liit, tangina junior ni Binay ????????",1
Bakit pag si Mar Roxas pinag-eexplain pero si Binay pinipigilan agad. Fast talk nga e. Bias tlaga 'tong si Karen??????,1
Senate committee recommends plunder case against VP Binay and son https://t.co/tudg3x8o2A | via Eagle News,0
@ABSCBNNews..Mar Roxas' statement makes no sense... Not for a future president!,1
Ayoko Talaga kay Roxas @ du30 wala sa Character nila ang pagiging lider puro angas .. sbgy ibtibng dcsyon #MMReturnToMako KapusoBrigade,1
"Apparently Binay told Justice Sec. to shut up regarding a certain, controversial case/issue. Lalo nang nagdilim. Naku po. #BinayManaloBa?",1
"Kung si #Duterte2016 may true blue Filipino, only si Binay ang may true black Presidentiable inside and out.",1
"MUST READ: Manny Piñol’s Open Letter to Mar Roxas, “You’ll Destroy Philippines If You Cheat!” https://t.co/8GvUyNVRAO",1
The road to Malacanang: Mar Roxas https://t.co/NhezbVTmEt,0
Binay bucks proposed 14 percent VAT https://t.co/MpPbCTuV3p,0
This is how I rank. 1.  Miriam 2. Duterte 3. Poe..... 97. Roxas 98. Binay??????????,1
@itskelleeeyyy haha wala akong biometrics. paki boto na lang si Mar Roxas hahah,0
"Well, Duterte's rank was quite expected but I can't believe Roxas, Poe, and Binay over Santiago? This is a proof that many ppl has no brains",1
"Happening now: Welfareville Compound, Mandaluyong. Binay campaign kick off at 4pm @manila_bulletin https://t.co/uUMPuZKUgs",0
Naiirita ako sa commercial ni Binay hello po ano,1
"hoy @triciaGoloran @pauiegoloran ! happy birthday ! kabirthday niyo pala si Binay HAHAHA ?? anyways, stay gorgeous ??",1
"KAHIT BIRTHDAY NI BINAY NGAYON, I STILL HATE HIM -_- BABATIKUSIN KO PA DIN MGA TVC NIYA HAHAHA =))) #PSYSabog",1
"@rapplerdotcom Poe is not a contender, it will come down to VP Binay and may be Duterte. but I say #PHVoteBinay",0
"@revicalderon Wala palang kinalaman kulay ng balat nya, KULAY LANPALANG NG BUDHI NYA AT BUTO! Kaya, No To Jejemon Binay! ?? #NogNogHambog",1
Mar Roxas is desperate human being,1
Pag si Binay nanalo kokonti ang mahirap sa Pinas. #OnlyBinayPriority4Ps,0
"Kaya pala traffic sa shaw, nagcacampaign yung partylist nila binay sa 9 de pebrero",0
NO TO CORRUPTION! YES TO #RoxasRobredo! https://t.co/WclZerfvZ7,0
"[LOCAL NEWS] Binay: Poverty, not corruption, moral issue of the time https://t.co/ZQKuiZoTF8 | via SunStar",0
Question: Do Grace/Binay/Digong attack each other? Hindi noh? They all attack Mar! #evilconspiracy to bring us back to dark times...,1
I think Mar Roxas should concede too. ??,0
"""Ayaw na natin ng gobyernong manhid""-POE #PiliPinasDebates2016 #Halalan2016",0
Wag kayo maniwala sa No tax policy niyang si Binay.. Chika niya lang yan! di basta basta narereform ang tax ng ganun.. #ALDUBTheProposition,1
RT @manila_bulletin: Binay condemns killing https://t.co/c4wapMZJbO,0
"Nognog, Pandak, Laki sa hirap, Maraming nagawa... Yan si Binay. T*ngna Binay anong KALOKOHAN TO?! ??",1
pwede pala to gawin pag si mar roxas ang iboboto mo https://t.co/xFJpufBy1T,0
"Madalang na mabanggit si Jojo Binay nowadays a... Relevant pa po ba? Sayang yung limang taon na surveys, na utog in the end. #BinayNyeh",0
"Bakit kaya may pagbabantang nagaganap sa mga commercial ni Mar Roxas, na pag hindi natuloy ang Daang Matuwid keme keme?",1
"RT @TropangMARangal: Sec. Edwin Lacierda on Mar Roxas: ""unlike others, he has gone beyond promises, he has fought the bullies and has the s…",0
Look who's talking. Aquino's admin did a good job of exposing Binay's filthy deeds ?? https://t.co/Bj1z42SZjF,1
duterte o miriam o binay?,0
Napansin nyo ang daming pol ads ni Binay. Pera dugot pawis ntin yun mga kbbyan #ALDUBTheVisitor,1
"Look at the mirror, Sen. RT @Politiko_Ph: Trillanes on Binay: Once a plunderer, always a plunderer https://t.co/JfetZWGi99",1
Nakakainis panoorin tong Anti-Binay Ads lalo na pag alam mo na yung mga pondo ng Pinas ang ginamit para dyan. #ALDUBYouGoodbye,1
I'd say I'm about as fucked as Mar Roxas denying his case against the victims of Yolanda https://t.co/n4JmgkcRCQ,1
Only Binay commercial. huwaaw kinakalaban si Belo sa tagline,0
Poor Binay and Roxas couldn't win oscar despite their entertaining campaign. #Oscars,1
"""Yung commercial ni Binay na nognog pandak... Parang taeng pinabanguhan lang."" -Kuya RJ ???? Actually coz everybody knows. ????",1
wtf binay!  #JumpInPUP #SmartJumpInDanceOff3  https://t.co/Bf8qYztLDQ,1
Don't bash DJ because he supporting Mar Roxas. Grow up please  #PSYPagyanig,0
"nasa 2nd spot na si Mar Roxas wow -.- Leni Robredo lang Mar, wag ka na. lol",1
RT @HugotPost: Duterte VS Mar Roxas on #TanimBala. https://t.co/8fVSozSfy3,0
Madaya : Voter files complaint after receipt showed Roxas instead of Duterte https://t.co/LhOVEHW6OU #PiliPinas #Election2016,0
VP Binay eyes suit vs. gov’t execs telling poor he’d stop cash doles https://t.co/BT90p2wzRY,0
@cnnphilippines Binay with all the loot.,0
"Tito: Tay, sinong iboboto mong President? Tatay: Baka si Binay Tito: Ha? Bakit? Porket kasing itim mo gusto mo na? HAHAHAHA! OM!",1
Only Binay???? LSS??????,0
"Nagpapalitan lang si Grace at Binay sa survey, mahihirapan si @MARoxas  na umusad pa. asahan na ang malawakang vote-buying ng mga desperado",1
@Jodgvillamar @lexthoor kahit sino na. Wag lang si binay. ??,1
@PHVote Foreigners should not intervene our political practice like grace poe an american  #DuterteRoadToMalacanang Duterte/Cayetano lang,0
"Nognog. Pandak. Laki sa hirap. Pero 'di tulad ng iba, umiiwas sa pagsagot sa alegasyon ng milyon-milyong kinulimbat. 'Yan si Binay.",1
Grabe yung lamang ni Du30 kay Poe ??,1
putangina bat pinuntahan  ni mar roxas si dj?,1
@sclzga im still thinking who to vote for. Basta hindi si Binay :),0
Tama na and dada Mar Roxas  #RoxasQuitNow #DuterteTillTheEnd,1
Duterte:“I would like to reach out my hands to my opponents. Let us begin the healing now” PH VOTE DUTERTE Roxas Miriam Marcos #LabanLeni,0
huwag na natin pahirapan ang bansang Pilipinas iboto na natin si VP Binay para sa pag babago at kaginhawaan! #OnlyBinayHatawSaCebu,0
"Poe, Binay lead in pre-election survey  https://t.co/DBqDQ0nnUU | @kayetubadeza via @bworldph http://t.co/CkO09cogEf",0
Palasyo sinabing pahayag ng Ombudsman; patama kay VP Binay https://t.co/Dzf3ULHkOs via @sharethis,0
Si Mar Roxas ba ??,0
Ngayon ko lang napanuod yung advertisement ni Binay. Parang hindi ko matanggap na nognog ako.,0
HAHAHAHAHA wag lang si Mar Roxas plss ?????? Duterte or Miriam tayo ?? https://t.co/O7Glc1yWYp,0
Jusko eto nanaman tong commercial ni binay #nognogmolarns,1
"“Personally, I’ll be with him until the end,” Isabela Gov. Faustino Dy said as he endorses LP prexy bet Mar Roxas. https://t.co/Ua9hrqeLTD",0
tangina sana di manalo si mar roxas baka papatay nya ko dahil sa tweet na to https://t.co/wPDh1Dm7km,1
Senador Miriam Defensor Santiago tutol na ipakita sa publiko ang kaniyang medical records | https://t.co/Anj8u9GRVH @senmiriam,0
J. Poe Kendrick LaMar Roxas Childish GamBinay A$AP DU30 Aye turnt up ?? #PiliPinasDebates2016,0
Papa bat si mar Roxas pa! ??,0
Binay: namatay na nanay Poe: Tatay Duterte: wala #Duterte2016,0
Mar Roxas is promising that if he be elected our country will progress. Ha? Tingnan mo nga Roxas City isang napag iwanan na ciudad! Bolero!,1
Ang galing galing nila Anne. Panalo! Pak! Nakaka-proud si Kuya Kim. Pero kamukha niya na si Binay niyan. Joke! #MagpasikatAnneKimEruption,1
"Nakakatakot matulog, baka pagkagising ko si Roxas na nangunguna. Biglang overtake kay Poe eh. Wag ganun. #Halalan2016",1
"@clarisseeleven kay Miriam ako eh. Umasa ako kay Duterte, buti na lang di ako nagpakalbo. XD",0
Binay you're corrupt. End of story.,1
"Alma Moreno or Nancy Binay? Isa lang. Bawal magbilog ng marami sa balota! — Di pa ko registered voter, sorry :P https://t.co/xXxOj0ANc0",0
"NATATAWA AKO KAY MAR ROXAS, PNOY AT LP HAHAHAHAHA. PUNYETA ANG DAMI NIYO NG PINAGGAGAWA NA IKAKASIRA NIYO LANG HINDI NI DIGONG.",1
"PAG NANALO SI MAR ROXAS TANGINA ALAM NA, NAGKADAYAAN NA. NAGKABAYARAN PA.",1
"Mar Roxas, if your really care about the Philippines, STOP doing STUPIDITY, COWARD! LOSER! ( Roxas to Poe ) pitiful candidate",1
"Mar Roxas, you're so stupid. Seriously. Who owns the airport? https://t.co/PSoRLEezDK",1
"@bernardokath since INC announce that they are endorsing Duterte, do you still voting for Mar Roxas?",1
Shittt burn si Mar Kay Binayyy ikaw ba naman eh kita mong sunog na sunog na yang si Binay ee hahahaha,1
"Hay sawang sawa nako sa duterte news pls? Wala bang binay, poe, or roxas? Umay ??",1
Only Binay touches my skin who touches yours ? Syempre Rodrigo Duterte... Hahahaha... #Duterte2016,1
Andun si binay sa commercial nya eh. Black lang yung bg kaya medyo hindi sya pansin,1
Results from Southern Luzon coming in. It looks split between the Liberal Party and the Poe campaign. Explains Robredo's numbers. #PHVote,0
Bakit todo gastos si Binay at Roxas? Ano meron? Kasi galangit na pera kapalit niyan! Serbisyong Negosyo. MANDARAMBONG #DU30Lang,1
RT @sofiadelcarmen: The Binay commercial featuring oppressed/marginalized Filipinos being called nognog is plain stupid and outright rude. …,1
Pano nandya si Mar kung mahigit 1M na yung kay duterte?Tapos pangatlo pa lang si roxas???Wag kasing agad maniniwala sa mga hakahaka.,1
"Duterte approves of Miriam’s presidential bid, says he won’t endorse Mar https://t.co/T8HX314gAn",0
Teacher man ko bala. So are my parents and my brother. Te pakyu Binay. #NogNogHambog,1
"#Binay:Say,Yes, I'm a sinner; but no, I'm not corrupt!&amp; to say it with fear, lest we accept that corruption as just another sin.#PopeFrancis",0
Happy Birtyday! Nognog pandak hahaha I mean Binay ????,1
RT @AngMadam: Ang sama mo sakin Kaloy! Ok na yung diwata! Pinasok mo pa yang Binay! #ShowtimeHashtags https://t.co/XZuH0uq6I5,1
patawa talaga tong si binay. ni hindi ka nga namin naramdaman nung vp ka e. hayuuuup,1
Ito si Jojo Binay Nandadamay siya ng iba sa kanognogan niya Tangina ni Jojo Wag iboto so Jojo Binay,1
"Mar Roxas is being desperate and shows how indecent he is. Also, our current President is tolerating such act because he's the one behind...",1
"Si Binay pa galit sa COA. Tinatiming daw. Ano ba dapat, tago muna yung audit report habang campaign period pa? Bwisit",1
"@marbeary yung bagong binay ad, paawa effect na naman :((",1
I hope PH won't regret. Huhu. #Election2016 #POE2016,0
"""My good friends here, Miriam and Grace"" ayan hindi plastic. ???? #PiliPinasDebates2016",0
Na atching ako sa ad ni binay. Allergic pala talaga ako sa bullshit.,1
"I have this lingering suspicion debates will be Roxas discussing issues of complexity, MDS sniping, and Poe/Binay/Du30 watching on the telly",0
Mom had dinner with Sen. N. Binay. Wayuk si mother,0
"#RoxasRobredo are bullies, no class whatsoever.",1
Commercial na naman ni Binay,0
"From a concerned citizen:""Just to inform lang. 20 Millions of Ballots are already program to Mar Roxas and... https://t.co/3amCQL9pFz",0
"naka wheelchair na mga ka kosa... gloria,janet,mang kanor,pnoy,roxas,trillanes hahaha andami na https://t.co/gf8fKjQUPf",0
NOG NOG PANDAK YAN KA ???????????????????????? — Nakoooo si Binay po yan! Gago to. Keber ???????? hindi po ako pand… https://t.co/Xj59tJxGie,1
Knowing that Mar Roxas is still breathing disappoints me #DayaangDILAW,1
Witness: Bidding for Makati projects under Elenita Binay a sham https://t.co/aLKcp1gFSn | via INQUIRER,0
"Salgado on VP Binay being the top spender in political ads: Hindi lang pala selective justice, selective data rin ang nangyari dito | via D…",1
#UNTVRepaso2015 CA dismisses Junjun Binay’s petition against Ombudsman suspension order [2-11-2015] [NY-A1800],0
"Hay nako, basta tangina kapag nanalo si Binay.",1
Yung babaeng nasa political ad ni Mar Roxas na nabigyan kuno ng relocation at pabahay https://t.co/cbJ1GsNR9b,0
Namoka pumapangalawa si Mar Roxas #Eleksyon2016 #SoShutUpNaLang #DU30,1
"@jeandeesram NOGNOG,Pandak, Laki sa Hirap Yan si Binay ??",1
9990 du30 tas roxas 8711???? tangina roxas???,1
"""LIBRE NA LAHAT."" - BINAY GANUN PO KABOBO ANG TINGIN NI BINAY SA ATING LAHAT. AT BOBO ANG MANINIWALA. #PiliPinasDebates2016",1
Mar just proved that he cant handle stress and he does not deserve the presidency at all. Period. #RoRo #RoRo2016 #Roxas #AyawSaDILAW,1
"Kautusang lumikha ng Office for Transportation, pinare-review ni VP Binay I via Allan Francisco",0
wag niyo na ipakita commercial ni Binay pls. irita talaga ??,1
"Only Binay touches my skin, who touches yours? ??",1
Sana tumakbo na si Duterte ?? No to roxasbinay ????,1
yan si binay. XD samoka https://t.co/htQQPy4mFc,1
Mar Roxas proclaimed datu by Lanao sultanate https://t.co/Nyluqomn8H | @Team_Inquirer https://t.co/GUcBGMzvcE,0
Mar Roxas too thirsty to win,1
Kamuka ba ni binay si kokey? — Hindi. Wag OA dre! https://t.co/k4k3bXUAyH,1
"RT @UlulYou: ANO PINAGKAIBA NI NANCY BINAY AT ALMA MORENO? SI NANCY, NOGNOG SI ALMA, MORENO",0
#ALDUBForbiddenLOVE bagay Kay VP jojo Binay bibitayin yan,1
"They say when you find that guy who makes you mad and makes you laugh at the same time, he's the one. MAR ROXAS, ikaw na ata. ??????",0
"Wala akong mapili kayna Binay, Santiago, at Duterte. Basta ako ay ""Kahit sino wag lang si Roxas.""",1
"Goodbye Aquino administration, Mar Roxas, ABS-CBN, KATHNIEL, Yellow retards ??",1
I'll never understand Mar Roxas' publicity stunts #SMH,1
"Kung merong Duterte Death Squad, meron ding: Mar Mudslingers Poe Paawa Squad Binay Boodle Fighters Miriam Medical Mysteries",1
Talaga??? Panu kasi si Binay walang kabuhay-buhay ang speech. https://t.co/MEYBtMRvbe,1
"A word to describe VP Binay, Trillanes said: ""Greed."" #MBHotSeat #TrillanesinMB #Halalan2016",1
Yung dummy account na galit na galit kay binay ??,0
"If you don't want for Poe or Roxas to win this Election, then don't vote for Miriam. Vote for Duterte instead.",0
RT @RicaHonculada: gusto kong lalake kagaya ni binay ??,0
"GRABE SI BINAY, NAGPULA LANG NG SUOT KIT KAT NA KAAGAD! GRABE SIYA OH!",1
"""Ang Pangulo ko ay si MAR ROXAS. Ishare mo to sa 25 na tao within 30mins at magkakaron ka ng SOBRE. Wag kang tumawa kapitbahay ko meron na""??",1
LABAN POE! UNGASAN MO SI ROXAS! #Halalan2016,0
@marianinady_ hahahahaahavahahahahahahhaha may hawig yung kay binay :(((((((,0
4 govt agencies after investigation w evidence says Binay is corrupt. @syrillecute @Chip2chip2 @BinayTeam @iamcitizenp @ClarenzeNixon,1
"Wow if an anti-roxas ad is released, much accepted. But if an anti-Duterte ad is released, it is a form of sabotage. Equality, you say? Yuck",1
"Jusko eto tayo. Labanan ng intro si grace poe. Sa second paragraph, wala na connect #PiliPinasDebates2016",1
"Definitely under Mar Roxas and Leni Robredo, fight against corruption; likes of Enrile, Revilla, Estrada and Binays continues. #politicsph",1
Sabi ni binay sa commercial niya walang pampagamot kaya namatay nanay niya. Sabi niya sa interview PAMANA daw ang yaman nila. #NogNogHambog,1
Roxas' frantic call reeks stench of defeat. Mar Roxas’s appeal for a dialogue “anytime and anywhere” with Grace... https://t.co/SEPuDuq5gG,0
Jajajhha pera pera tlga Tong si BINAY https://t.co/A8glI4uUfQ,1
RT @Joyceilas: Moderator Coco Alcuaz said VP Binay requested that they present their platforms one by one @cnnphilippines,0
Binay has mixed sentiments on #APEC2015 https://t.co/qjUwQt7NZ8 https://t.co/qbueamJAGf,0
The question is not whether Binay is bad but whether he will be badder #PHvote https://t.co/xaULpkZVbV https://t.co/7tUxPyjc8j,1
SC asked to oust Binay from Boy Scouts of the Philippines | https://t.co/tFhcfvFd9q https://t.co/EslTcdXH7k,0
